member_id,first_name,last_name,email,phone,dob,state,zip_code,enrollment_date,agent_id,carrier,plan_type
MEM001413,Matthew,Harding,changbethany@example.net,546.485.6066x99261,1992-06-19,IN,54209,2024-04-11,AGT0021,Zurich,Dental Premium
MEM001414,Kimberly,Alvarez,dware@example.com,+1-957-403-9962x637,2003-12-22,GA,98205,2023-05-02,AGT0015,MetLife,Dental Premium
MEM001415,Lindsey,Livingston,santiagochristopher@example.com,001-635-512-8962x20682,1953-08-12,TX,21992,2023-10-24,AGT0020,MetLife,Dental Premium
MEM001416,Jesse,Cohen,brettthomas@example.net,001-634-546-0606,1977-03-17,KY,89636,2024-01-19,AGT0063,MetLife,Vision Premium
MEM001417,Sally,Ross,destiny35@example.com,+1-765-529-4128,2002-11-24,GA,63729,2023-05-26,AGT0007,VSP,Dental+Vision Bundle
MEM001418,Jennifer,Williams,qhensley@example.com,485.748.7531x19804,1966-06-05,FL,46384,2023-08-09,AGT0001,MetLife,Vision Basic
MEM001419,Sylvia,Conway,nguyenterri@example.com,001-242-455-0786x88786,1954-01-04,GA,06011,2023-03-11,AGT0062,Zurich,Dental Premium
MEM001420,Jeremy,Lawrence,garywright@example.org,901.995.8663x9928,1980-04-22,GA,21404,2024-04-08,AGT0061,Zurich,Dental+Vision Bundle
MEM001421,Samantha,Stone,margaretlyons@example.com,(849)656-2917,1962-06-06,TX,39877,2023-05-16,AGT0059,VSP,Vision Premium
MEM001422,Danny,Smith,kathleenweaver@example.net,9706051028,1979-03-06,OH,44865,2023-06-02,AGT0080,Zurich,Vision Basic
MEM001423,Gail,Hernandez,thomaserik@example.net,+1-401-375-4541x6487,1970-11-21,GA,07782,2024-02-01,AGT0044,Zurich,Dental Basic
MEM001424,Miranda,Adams,danderson@example.com,+1-801-252-6974x4203,1989-10-02,KY,63583,2024-11-17,AGT0012,MetLife,Vision Premium
MEM001425,Amanda,Wang,jessica33@example.org,001-258-872-3836,1977-09-16,TX,06920,2024-08-08,AGT0016,Zurich,Vision Basic
MEM001426,Laura,Lin,sean92@example.org,(967)214-8581,1998-08-11,CA,13038,2023-07-17,AGT0007,Zurich,Vision Basic
MEM001427,Michael,Bowen,ecrawford@example.net,(309)425-1920,1995-02-04,IN,72552,2024-05-02,AGT0016,Zurich,Dental+Vision Bundle
MEM001428,Jennifer,Gomez,jeremyhernandez@example.net,704.793.7958x291,1951-09-14,KY,42799,2023-07-04,AGT0027,MetLife,Dental+Vision Bundle
MEM001429,Lisa,Jones,lauriebrewer@example.org,992-507-5741x4248,1989-11-08,OH,76892,2024-08-16,AGT0069,Zurich,Dental Premium
MEM001430,Robert,Cruz,carolyn88@example.org,001-612-649-7736x772,1954-01-14,FL,25571,2024-08-26,AGT0003,VSP,Dental Premium
MEM001431,Cynthia,Gonzalez,michelle97@example.net,429.265.7156x4380,1952-02-28,TX,30174,2024-02-29,AGT0041,VSP,Dental Premium
MEM001432,Joseph,Ferguson,davidsondavid@example.com,001-360-800-9409,1958-11-29,TX,92120,2023-04-28,AGT0022,VSP,Dental Basic
MEM001433,Michael,Perez,kanderson@example.com,(322)654-9203x6930,1958-01-15,IL,83014,2023-09-19,AGT0040,VSP,Vision Premium
MEM001434,Terri,Gaines,eddie31@example.net,772-826-4147,1979-03-09,IL,75418,2023-03-02,AGT0004,Zurich,Dental Basic
MEM001435,Tara,Smith,waltersaimee@example.org,+1-533-759-8474x229,1958-11-10,TN,81301,2024-02-04,AGT0019,VSP,Dental+Vision Bundle
MEM001436,Robert,Perry,zcobb@example.org,(739)202-2624x736,1983-09-09,OH,06098,2023-09-22,AGT0007,MetLife,Dental Basic
MEM001437,Jennifer,Thomas,andrewsjacqueline@example.net,9649761442,2002-07-30,MI,33192,2024-09-03,AGT0064,Zurich,Vision Premium
MEM001438,Megan,Thornton,jordan04@example.org,+1-531-569-7920x6754,1960-04-28,KY,40579,2024-01-30,AGT0008,VSP,Vision Basic
MEM001439,Stephanie,Sutton,rmatthews@example.com,792.952.8783,1955-11-15,FL,26470,2024-02-21,AGT0004,VSP,Vision Basic
MEM001440,John,Yates,mcclainjohn@example.com,645.333.0236,1974-02-23,TX,23925,2023-01-20,AGT0076,Zurich,Dental Basic
MEM001441,Elijah,Chang,andrew98@example.com,372.803.3505,1961-04-07,KY,06818,2024-07-22,AGT0073,VSP,Dental Premium
MEM001442,David,Underwood,cody07@example.net,255-658-7094,1994-11-24,MI,20408,2024-10-13,AGT0019,VSP,Vision Basic
MEM001443,Edwin,Holland,stacey64@example.org,599-225-5125,1971-12-30,TX,64243,2023-06-22,AGT0055,Zurich,Vision Basic
MEM001444,Kelli,Jones,richardlynn@example.net,(905)734-9419x715,1991-09-08,CA,47417,2023-01-02,AGT0038,Zurich,Dental+Vision Bundle
MEM001445,Tyler,Martinez,oreynolds@example.org,524.763.0616x21856,1955-05-26,FL,17726,2023-01-01,AGT0035,Zurich,Dental Premium
MEM001446,Albert,Maxwell,egraham@example.com,7428059868,1984-02-08,TN,78573,2024-11-27,AGT0028,Zurich,Dental+Vision Bundle
MEM001447,Sean,Wiley,james36@example.org,909.301.0146x10392,1954-01-30,IL,71010,2023-10-16,AGT0069,Zurich,Dental Basic
MEM001448,Brittney,Johnson,ydouglas@example.org,+1-781-868-7851,1985-06-19,OH,78604,2023-04-02,AGT0018,Zurich,Vision Basic
MEM001449,Brandon,Bell,guerreropatrick@example.com,001-288-326-7280x07272,1988-10-02,MI,88742,2023-10-14,AGT0079,Zurich,Dental+Vision Bundle
MEM001450,Elizabeth,Hancock,mmoore@example.com,556.240.7830,1980-09-27,KY,52974,2023-11-22,AGT0058,VSP,Dental Basic
MEM001451,Cassandra,Farley,dakota45@example.com,+1-883-867-1467x490,1980-08-25,MI,69556,2023-11-26,AGT0059,Zurich,Dental Premium
MEM001452,Zachary,Butler,carlos85@example.com,716-845-6059,1950-03-09,CA,27662,2023-05-17,AGT0061,MetLife,Dental+Vision Bundle
MEM001453,Wendy,Wright,gordonsabrina@example.net,539.520.0258x565,1965-07-27,GA,62068,2024-11-19,AGT0072,Zurich,Vision Premium
MEM001454,Jade,Olson,andrewgonzalez@example.com,287.319.2615x4872,1998-04-12,OH,19319,2024-02-07,AGT0010,Zurich,Dental Basic
MEM001455,Jose,Brown,stephanie45@example.com,5059490809,1989-12-09,OH,53121,2024-11-18,AGT0046,VSP,Dental+Vision Bundle
MEM001456,Crystal,Young,ytaylor@example.org,(630)534-3830x0091,1984-09-12,IL,41509,2024-01-02,AGT0002,MetLife,Vision Basic
MEM001457,Eric,Parker,valerievasquez@example.net,917-599-6546x628,1989-11-19,IN,47585,2023-07-17,AGT0029,Zurich,Dental Basic
MEM001458,Cory,Obrien,vmoore@example.org,256.700.2230x234,1982-02-07,MI,50602,2023-10-15,AGT0012,Zurich,Vision Basic
MEM001459,Julia,Hayes,lopezchristian@example.com,290.341.8280x51666,1971-01-07,FL,24053,2023-08-15,AGT0047,MetLife,Dental Premium
MEM001460,Jeff,Martinez,kelsey79@example.org,001-886-736-1527,1968-10-04,IN,72807,2024-09-12,AGT0026,Zurich,Dental Premium
MEM001461,Lisa,Foley,kevin20@example.org,(348)524-8863,2001-01-21,TX,60989,2023-10-12,AGT0064,MetLife,Vision Basic
MEM001462,Jimmy,Jones,bob11@example.net,5268691419,2000-10-02,CA,01340,2024-11-06,AGT0073,MetLife,Dental Basic
MEM001463,Patrick,Johnson,yarias@example.org,591.619.9256x92476,1955-11-02,IL,08809,2023-05-12,AGT0034,Zurich,Dental+Vision Bundle
MEM001464,Tanya,Robinson,campbelljames@example.org,211.681.4051x32517,1974-08-12,MI,41371,2024-06-19,AGT0003,Zurich,Vision Premium
MEM001465,Shannon,Shaw,vsmith@example.com,3672148783,1972-09-09,TX,26444,2024-09-21,AGT0059,MetLife,Dental+Vision Bundle
MEM001466,Dan,Pacheco,kathryn64@example.com,522.975.7940x7403,1954-08-27,TN,35303,2024-10-18,AGT0056,VSP,Dental Premium
MEM001467,Jonathan,Burton,osmith@example.org,+1-813-269-4126x410,1996-07-01,FL,29880,2024-11-27,AGT0064,VSP,Vision Basic
MEM001468,Gary,Blake,ebell@example.net,+1-880-757-6310x1089,1970-02-22,IN,39209,2023-02-14,AGT0036,VSP,Vision Basic
MEM001469,Richard,Davis,jeremiah06@example.com,6048748679,1950-06-19,GA,83807,2023-11-20,AGT0025,VSP,Dental Basic
MEM001470,Daisy,Velasquez,william81@example.com,3369100770,1952-04-11,MI,64239,2024-08-08,AGT0055,MetLife,Dental+Vision Bundle
MEM001471,Stephanie,Hubbard,desireeedwards@example.com,+1-833-207-8111x719,1964-10-03,TN,05286,2023-07-21,AGT0040,MetLife,Vision Basic
MEM001472,Joshua,Johnson,adamskelly@example.com,496-574-3338x49655,1952-07-02,FL,74890,2023-04-10,AGT0056,MetLife,Vision Basic
MEM001473,Valerie,Castillo,cardenasjessica@example.com,800.749.9926,1979-12-29,KY,28608,2024-10-03,AGT0032,MetLife,Vision Basic
MEM001474,Jennifer,Robbins,dholland@example.org,973-494-6248,1954-11-19,TN,26201,2023-12-15,AGT0067,MetLife,Dental+Vision Bundle
MEM001475,Laura,Cain,megan65@example.net,392.576.8714,1989-05-05,OH,36346,2024-09-06,AGT0058,Zurich,Dental Basic
MEM001476,Barbara,Gibbs,ylowery@example.com,7609558173,1952-12-28,GA,80130,2023-03-04,AGT0041,Zurich,Dental Basic
MEM001477,David,Gilmore,pricematthew@example.com,001-998-293-5464x639,1955-07-25,FL,13821,2023-05-11,AGT0008,VSP,Vision Basic
MEM001478,Sheila,Bates,michael03@example.net,001-734-427-1866x925,1955-11-26,OH,79712,2024-03-18,AGT0008,Zurich,Dental Basic
MEM001479,Martha,Wong,andrew26@example.org,8013101561,1986-01-14,OH,77233,2024-01-26,AGT0080,VSP,Dental Basic
MEM001480,Steve,Hoffman,tammy98@example.org,(613)800-8823,1950-12-14,FL,75600,2024-09-05,AGT0050,VSP,Vision Premium
MEM001481,Claudia,Duran,mwoods@example.net,510.844.8177,1959-02-01,TN,48054,2024-09-27,AGT0004,VSP,Vision Basic
MEM001482,Tara,Hardy,obriendavid@example.org,001-888-322-0631x86417,1967-04-09,OH,84134,2024-08-24,AGT0014,MetLife,Vision Basic
MEM001483,Crystal,Proctor,mariamoore@example.com,816-993-6835x991,2003-03-11,MI,57457,2023-03-11,AGT0074,MetLife,Vision Basic
MEM001484,Joshua,Copeland,jeremiahray@example.org,001-893-525-2826x712,1981-11-19,GA,60937,2023-09-20,AGT0062,Zurich,Vision Basic
MEM001485,Brandy,Jacobs,megan22@example.com,(896)844-4843,1971-10-25,IL,66993,2023-07-10,AGT0006,MetLife,Dental Basic
MEM001486,Daniel,Stanton,joneskrista@example.org,906.940.9805,1989-02-06,TX,11664,2024-08-21,AGT0046,VSP,Vision Basic
MEM001487,Mary,Stewart,brittney06@example.net,(378)479-0259,1963-01-24,IL,02573,2024-07-08,AGT0061,VSP,Vision Basic
MEM001488,Jennifer,Adams,dmckay@example.org,762-666-0323,1983-02-02,IN,09998,2023-10-26,AGT0067,Zurich,Vision Premium
MEM001489,Amanda,Smith,melvin99@example.net,473.679.3957x9551,1955-02-22,MI,94848,2023-05-29,AGT0065,Zurich,Dental+Vision Bundle
MEM001490,Shannon,Fleming,brownemma@example.com,403.786.2567x611,1980-11-05,MI,73326,2024-03-08,AGT0026,Zurich,Dental+Vision Bundle
MEM001491,Kelly,Horn,jaredhogan@example.net,6564308292,1980-08-22,MI,67515,2023-03-12,AGT0061,Zurich,Vision Premium
MEM001492,Steven,Nixon,laurenwilliams@example.com,+1-488-231-2736x54852,2003-10-23,TN,62358,2024-04-23,AGT0075,Zurich,Dental+Vision Bundle
MEM001493,Dennis,Brown,jkirk@example.com,(887)541-6279,1976-11-18,GA,82975,2024-09-22,AGT0043,MetLife,Dental Basic
MEM001494,Randall,Jones,michael10@example.org,(410)581-9484x226,1994-06-29,MI,90951,2023-02-13,AGT0001,Zurich,Dental Basic
MEM001495,Brandon,Clark,ferrelldennis@example.org,302-883-0342x43753,1991-11-09,CA,75621,2023-08-24,AGT0028,MetLife,Vision Basic
MEM001496,Donald,Frye,lindaniel@example.com,001-563-516-6968x740,1983-09-22,MI,00689,2023-12-06,AGT0052,MetLife,Dental+Vision Bundle
MEM001497,Jonathan,Ramirez,caleb06@example.org,(764)397-0084x45801,1982-07-20,IN,64700,2023-01-07,AGT0010,VSP,Dental Basic
MEM001498,Richard,Thomas,kgreer@example.net,2928411505,1962-10-11,KY,81146,2023-04-28,AGT0057,MetLife,Vision Basic
MEM001499,Ashley,Thornton,simonkendra@example.org,925-952-3228x05883,1953-12-09,IN,83857,2024-01-04,AGT0026,MetLife,Dental Premium
MEM001500,Kevin,Bailey,jody47@example.com,(753)495-0111,1973-07-04,IL,43050,2023-08-13,AGT0044,Zurich,Dental Basic
MEM001501,Luis,Jennings,stevenpadilla@example.net,+1-226-503-1748,1951-12-06,IL,03105,2023-07-20,AGT0034,MetLife,Dental Basic
MEM001502,Jonathan,Maynard,mannbrittany@example.org,+1-761-642-2935,1962-04-25,GA,87106,2024-11-24,AGT0015,VSP,Dental+Vision Bundle
MEM001503,Jessica,Carlson,brandondoyle@example.com,001-367-557-7991,1990-12-05,MI,59380,2023-11-09,AGT0048,VSP,Vision Premium
MEM001504,Veronica,Salinas,andrewtorres@example.com,762.974.5116x089,1988-11-29,OH,05609,2024-06-23,AGT0016,MetLife,Dental+Vision Bundle
MEM001505,Lauren,Rodriguez,donna22@example.org,001-333-468-9600x83476,1967-01-06,MI,88531,2023-05-14,AGT0069,VSP,Vision Premium
MEM001506,William,Lane,adrianmcneil@example.com,361-713-9979x927,2003-10-16,GA,91718,2023-11-22,AGT0032,MetLife,Vision Premium
MEM001507,Phillip,Williams,jasonrhodes@example.net,+1-885-328-5898,1966-12-19,TX,72079,2024-08-24,AGT0038,MetLife,Dental Premium
MEM001508,Kendra,Scott,tanyamcdonald@example.net,609.600.7379,1975-02-16,IL,36767,2023-02-24,AGT0066,Zurich,Dental+Vision Bundle
MEM001509,Larry,Sutton,molly44@example.org,6765926265,1957-04-21,FL,39523,2023-08-03,AGT0079,MetLife,Dental Basic
MEM001510,Kayla,Greer,norrisanthony@example.net,835-798-3985x907,1995-09-06,TN,66860,2024-02-02,AGT0064,Zurich,Vision Basic
MEM001511,Melissa,Cole,sandracrawford@example.com,+1-381-967-8434x07307,1983-07-18,TX,61540,2023-11-26,AGT0062,Zurich,Dental+Vision Bundle
MEM001512,Susan,Davis,lesliejohnson@example.net,5785836922,1974-01-27,CA,94282,2024-04-30,AGT0052,Zurich,Dental+Vision Bundle
MEM001513,Jennifer,Morris,youngjaime@example.net,001-395-428-5023,1953-04-14,MI,90072,2024-08-20,AGT0029,MetLife,Vision Basic
MEM001514,Laurie,Edwards,stephenedwards@example.net,001-451-549-7249x032,1985-07-08,MI,35607,2023-08-29,AGT0040,VSP,Dental+Vision Bundle
MEM001515,Timothy,Jones,vsparks@example.org,001-235-255-5702,1964-02-08,TN,54381,2024-08-08,AGT0033,Zurich,Dental Basic
MEM001516,Daniel,King,robertparker@example.com,001-547-361-2189,1976-06-21,FL,83714,2023-03-28,AGT0067,VSP,Dental Basic
MEM001517,Dylan,Rhodes,cameronmark@example.com,001-861-722-2830x5644,1991-09-28,TX,33050,2023-02-12,AGT0080,VSP,Dental Premium
MEM001518,Emily,Zuniga,mike59@example.com,9266356077,1988-10-20,GA,28863,2024-04-23,AGT0048,VSP,Dental Premium
MEM001519,Jesse,Taylor,mhodge@example.net,001-490-846-0082x3696,1952-03-20,IL,74269,2024-01-27,AGT0057,MetLife,Dental Premium
MEM001520,Andre,Arroyo,edwardelliott@example.com,206-217-9067x01512,1982-03-20,OH,27659,2023-03-19,AGT0038,Zurich,Vision Basic
MEM001521,Brandy,Clark,cheryl76@example.net,421.862.1833x3919,1957-01-05,KY,85540,2024-10-21,AGT0030,MetLife,Dental Basic
MEM001522,Chelsea,Rodriguez,jeffrey71@example.org,(960)908-2283,1953-06-08,TX,98621,2024-01-04,AGT0026,VSP,Dental Basic
MEM001523,Joshua,Gibson,stewartchristine@example.com,288.372.8206x3228,1972-06-06,KY,22443,2023-12-04,AGT0036,MetLife,Vision Premium
MEM001524,Robert,Ray,valenzuelajonathan@example.net,(658)995-2476x09606,1998-09-23,KY,20899,2023-05-22,AGT0002,VSP,Dental Premium
MEM001525,Heather,Scott,gregory73@example.com,+1-974-277-8840,1986-03-25,GA,91842,2023-12-21,AGT0075,Zurich,Dental Basic
MEM001526,Holly,Nelson,timothy70@example.com,629-488-9728,1995-12-29,IL,52783,2024-10-31,AGT0051,MetLife,Dental Basic
MEM001527,Alexandra,Pope,williamzhang@example.com,+1-216-741-7005x37186,1992-07-25,MI,51251,2023-08-03,AGT0067,Zurich,Vision Premium
MEM001528,Jessica,Sanders,nortoncharles@example.net,(464)679-5127x9831,1991-05-25,TN,18003,2024-04-24,AGT0011,VSP,Dental+Vision Bundle
MEM001529,Angela,Ward,emily41@example.com,2199919848,1987-06-22,MI,00863,2024-03-15,AGT0057,VSP,Dental+Vision Bundle
MEM001530,Sarah,Wilson,holtkimberly@example.net,(671)552-0771x0740,1983-08-14,IL,29983,2023-01-31,AGT0074,MetLife,Dental Premium
MEM001531,Roger,Kelley,jessica96@example.com,001-224-961-0511x090,1994-11-03,TN,07185,2023-01-10,AGT0044,MetLife,Dental Premium
MEM001532,Lisa,Crawford,anthony20@example.com,4252497239,1998-03-26,KY,11236,2024-02-18,AGT0042,Zurich,Dental Basic
MEM001533,Alexander,Craig,ndiaz@example.net,747.453.9659x7442,1962-06-26,IL,50777,2023-02-02,AGT0043,Zurich,Vision Basic
MEM001534,Elizabeth,Becker,elizabeth20@example.com,764-315-3740,2001-06-26,GA,25097,2024-09-09,AGT0049,MetLife,Dental+Vision Bundle
MEM001535,John,Pineda,mirandaclarke@example.com,001-399-976-8160x8557,1997-12-14,GA,39977,2023-03-07,AGT0025,VSP,Dental Basic
MEM001536,Carol,Williams,abigail96@example.net,614.249.9080x35862,1990-07-05,KY,88822,2024-08-06,AGT0012,MetLife,Dental Basic
MEM001537,Michael,Scott,anthony99@example.net,(232)745-3527x91111,1965-12-08,IN,91331,2024-07-20,AGT0078,VSP,Dental Basic
MEM001538,Michelle,Hayden,robert68@example.net,+1-859-332-1359,1956-03-27,GA,66047,2023-07-23,AGT0037,MetLife,Dental Basic
MEM001539,Elizabeth,Williams,mcummings@example.net,480-202-2642x597,1997-01-17,OH,44403,2024-11-06,AGT0059,MetLife,Dental Premium
MEM001540,Melissa,Phillips,lynnholmes@example.com,+1-619-921-4749,1965-06-01,TN,40484,2023-01-12,AGT0053,VSP,Dental Basic
MEM001541,Paul,Phillips,selenamullen@example.com,001-284-672-1461x7275,1961-08-02,TX,45607,2023-04-24,AGT0054,VSP,Vision Premium
MEM001542,Lauren,Howell,rodneylin@example.com,+1-688-797-9887x754,1968-07-10,IL,67704,2024-02-03,AGT0027,VSP,Dental Premium
MEM001543,Jonathan,Hayes,tammy34@example.org,892-493-6059,1992-08-05,IL,91645,2024-11-11,AGT0078,Zurich,Dental+Vision Bundle
MEM001544,Shawn,Alvarado,travisbonnie@example.com,(538)890-1248x4479,1968-03-18,TX,94711,2024-08-24,AGT0059,VSP,Dental Basic
MEM001545,Kristina,Bailey,morsechad@example.com,(286)722-3070x65948,1989-12-27,OH,30918,2023-05-27,AGT0052,Zurich,Dental+Vision Bundle
MEM001546,Curtis,Johnson,shannonbradshaw@example.org,403.672.7186,1979-07-05,CA,39593,2024-06-22,AGT0063,VSP,Vision Basic
MEM001547,Stephen,Sawyer,elopez@example.org,(913)280-7828,1958-03-05,KY,52286,2023-02-10,AGT0059,VSP,Vision Premium
MEM001548,Robert,Flores,michael85@example.net,(463)756-5418x0288,1985-02-01,CA,18786,2023-11-01,AGT0023,VSP,Dental Basic
MEM001549,Charles,Jackson,creynolds@example.com,+1-646-999-8428x828,1988-10-06,FL,05220,2024-09-24,AGT0050,Zurich,Dental Basic
MEM001550,Mark,Williams,santiagomary@example.org,+1-888-671-2320x366,1958-07-28,GA,17117,2024-08-05,AGT0006,MetLife,Dental+Vision Bundle
MEM001551,Kristin,Noble,igardner@example.com,+1-552-472-8760,1974-07-25,TX,01325,2023-06-11,AGT0038,Zurich,Dental+Vision Bundle
MEM001552,William,Durham,rhoffman@example.com,706-928-3345,1994-04-10,GA,32314,2023-08-11,AGT0071,MetLife,Dental+Vision Bundle
MEM001553,Matthew,Coleman,stephanieanderson@example.com,400.945.3585x9730,1959-06-10,TX,29418,2023-03-20,AGT0042,VSP,Vision Basic
MEM001554,Julie,Caldwell,georgecooper@example.com,6428402555,1968-08-09,TX,68816,2023-09-16,AGT0006,VSP,Dental Basic
MEM001555,Cassandra,Clarke,tinaflynn@example.com,+1-604-811-6788x1596,1991-06-10,GA,85032,2024-10-16,AGT0044,Zurich,Dental Premium
MEM001556,Steve,Rose,norman04@example.com,746.773.3229x12489,1985-08-03,IN,70579,2023-07-19,AGT0002,VSP,Dental Basic
MEM001557,Steven,Norris,smithmelinda@example.org,694.259.9426,1979-05-07,FL,64489,2023-05-20,AGT0063,VSP,Dental Basic
MEM001558,Robert,Fields,jamie12@example.net,9333980138,1971-09-27,FL,49773,2024-07-15,AGT0018,VSP,Dental+Vision Bundle
MEM001559,Douglas,Walker,roger90@example.com,+1-910-680-1533,1965-04-21,IN,26417,2023-06-15,AGT0078,MetLife,Dental Basic
MEM001560,Mark,Ellis,cynthiacole@example.org,971.756.5969x57945,1997-12-19,GA,74995,2023-05-08,AGT0022,MetLife,Vision Premium
MEM001561,Matthew,Hudson,anthony55@example.net,762.691.7148,1974-07-07,IL,10240,2023-01-12,AGT0057,VSP,Dental Basic
MEM001562,Angie,Weber,hannahanderson@example.net,(420)378-8216x511,1997-10-03,MI,39739,2023-02-05,AGT0057,Zurich,Dental Basic
MEM001563,Marilyn,Brooks,jennifer52@example.org,202.476.9473,1996-11-28,OH,39846,2024-10-12,AGT0050,Zurich,Dental Premium
MEM001564,Stephanie,Lopez,felicia32@example.net,524-640-2936,2003-09-01,IN,84909,2023-02-23,AGT0007,VSP,Vision Premium
MEM001565,Mary,Hartman,christopher18@example.org,(625)379-5990x047,1983-08-12,MI,18365,2023-09-13,AGT0026,MetLife,Dental Basic
MEM001566,Lauren,Rios,markrussell@example.org,+1-791-913-4348,1951-04-23,TN,09500,2023-01-29,AGT0025,Zurich,Vision Premium
MEM001567,James,Burke,dholt@example.com,+1-361-427-3421,1958-09-01,IL,03898,2023-08-14,AGT0022,MetLife,Dental Premium
MEM001568,Kerri,Harvey,waynemcknight@example.org,249-348-0298,1979-05-08,TN,76312,2023-04-21,AGT0072,Zurich,Dental Basic
MEM001569,Noah,Jenkins,eric19@example.org,+1-999-408-2133x56831,1998-08-07,GA,31106,2023-08-01,AGT0055,MetLife,Dental Basic
MEM001570,Kathleen,Ibarra,tburns@example.net,001-917-610-3891x918,1981-12-28,TN,05188,2023-04-19,AGT0023,MetLife,Dental Premium
MEM001571,Manuel,Delacruz,allenjamie@example.org,3346495607,1951-01-28,GA,68558,2023-11-20,AGT0028,VSP,Dental Basic
MEM001572,Thomas,Myers,mckenzietyler@example.com,001-325-372-3163x16037,1974-12-25,CA,86002,2024-11-04,AGT0048,MetLife,Dental Basic
MEM001573,Teresa,Powers,stewartpamela@example.com,9392963066,1986-11-18,KY,02292,2023-08-12,AGT0077,VSP,Dental+Vision Bundle
MEM001574,Michael,Lawson,zsloan@example.com,+1-293-923-3700x71580,1998-02-07,CA,09112,2023-04-15,AGT0022,VSP,Dental+Vision Bundle
MEM001575,Joshua,Williams,lgonzalez@example.org,430-565-8744x8883,1979-02-06,GA,61858,2024-09-06,AGT0018,VSP,Dental Basic
MEM001576,Matthew,Oconnor,hlopez@example.com,+1-525-385-4551,1993-04-03,OH,76012,2023-11-22,AGT0043,MetLife,Vision Basic
MEM001577,Stephanie,Harrington,samanthastone@example.org,001-536-278-8387x36932,1990-04-10,GA,04766,2024-08-22,AGT0066,Zurich,Vision Premium
MEM001578,Jonathan,Young,scott84@example.com,(548)367-4163x71206,2002-09-15,IN,60449,2024-05-30,AGT0030,MetLife,Vision Basic
MEM001579,Mason,Zamora,ccastillo@example.org,958-440-8114x415,1977-09-16,MI,71810,2023-05-08,AGT0055,MetLife,Vision Basic
MEM001580,Daniel,Collins,jacquelinesnow@example.org,(486)811-4603x61189,1962-05-05,TN,98610,2023-03-03,AGT0064,VSP,Dental Basic
MEM001581,Kaitlin,Patton,matthew46@example.com,626-283-6843x771,1968-05-03,IN,26506,2024-01-20,AGT0031,Zurich,Vision Basic
MEM001582,Kelly,Lloyd,crystal54@example.com,001-356-860-0301,1979-06-28,IL,84849,2024-03-30,AGT0036,VSP,Vision Basic
MEM001583,Tiffany,Hernandez,stephanieschmitt@example.com,001-574-721-7368,1996-09-23,GA,86762,2023-02-10,AGT0037,MetLife,Dental Basic
MEM001584,Kristi,Brown,mary70@example.net,340.399.1650,1980-09-30,MI,25270,2023-12-06,AGT0027,Zurich,Dental Basic
MEM001585,Robert,Steele,melissa03@example.com,748.343.7700x62795,1972-04-12,MI,40462,2024-11-11,AGT0078,VSP,Vision Basic
MEM001586,Lisa,Wheeler,jonathan96@example.com,001-954-721-7562,1989-09-08,IN,22593,2023-07-07,AGT0009,VSP,Dental Basic
MEM001587,Vincent,Coffey,perrysarah@example.net,473-544-7945,1954-09-04,IL,41532,2023-07-17,AGT0027,MetLife,Dental Basic
MEM001588,Emily,Cabrera,andreamorrow@example.com,389-471-0017x078,1999-03-29,MI,90034,2024-08-29,AGT0031,Zurich,Dental Basic
MEM001589,Jennifer,Campbell,shane13@example.org,594-584-1423x552,1977-12-11,IL,63860,2024-04-23,AGT0026,MetLife,Dental Premium
MEM001590,Gary,Nichols,zmarquez@example.net,398.313.0265x6477,1972-05-03,KY,45281,2024-09-12,AGT0037,Zurich,Dental Premium
MEM001591,Zachary,Anderson,houstonmichelle@example.com,3898410791,1968-01-26,KY,16132,2024-10-12,AGT0062,MetLife,Dental+Vision Bundle
MEM001592,Charles,Fitzpatrick,jonathan11@example.net,430.597.5424x73885,1985-09-23,GA,65649,2024-01-04,AGT0022,VSP,Dental Premium
MEM001593,Zoe,Caldwell,anita77@example.org,7783812532,1988-11-19,IL,21056,2024-06-01,AGT0062,MetLife,Vision Premium
MEM001594,Christopher,Santos,piercefrank@example.org,(779)590-9666x0286,1957-06-20,KY,72500,2024-03-13,AGT0077,Zurich,Dental Basic
MEM001595,Victoria,Calderon,stephen64@example.com,001-982-210-0370x90703,1973-01-30,GA,69671,2023-06-29,AGT0060,VSP,Vision Basic
MEM001596,Crystal,Walton,tellison@example.com,001-493-820-7098x34849,2000-06-07,CA,64950,2024-01-20,AGT0062,MetLife,Dental Premium
MEM001597,Jennifer,Fernandez,lpeck@example.net,(750)674-4565x72676,1967-07-24,IL,12272,2024-04-25,AGT0025,MetLife,Dental Basic
MEM001598,Kiara,Hicks,griffinbrenda@example.com,495.800.3452x2026,1983-07-30,FL,80645,2024-05-27,AGT0052,VSP,Dental+Vision Bundle
MEM001599,Victoria,Perez,davidpaul@example.net,252-857-3309x074,1984-06-15,FL,30267,2024-01-18,AGT0040,Zurich,Dental+Vision Bundle
MEM001600,Matthew,Reynolds,dwayne24@example.com,(775)512-5837x9900,1986-09-04,IN,52856,2023-03-14,AGT0016,VSP,Dental+Vision Bundle
MEM001601,Jennifer,Wang,jamesvasquez@example.org,542.928.5628,1967-06-05,GA,18826,2023-06-16,AGT0033,Zurich,Dental Premium
MEM001602,Paula,Wall,tylerthompson@example.com,001-593-610-3370x08942,1983-01-12,IN,04961,2024-05-15,AGT0050,VSP,Vision Premium
